Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,GC=F
Date,,,,,,
2004-11-01 00:00:00+00:00,433.6000061035156,433.6000061035156,433.6000061035156,424.6000061035156,427.29998779296875,1595
2004-11-08 00:00:00+00:00,437.8999938964844,437.8999938964844,437.8999938964844,432.70001220703125,432.70001220703125,325
2004-11-15 00:00:00+00:00,446.79998779296875,446.79998779296875,446.79998779296875,437.0,437.0,1
2004-11-22 00:00:00+00:00,449.29998779296875,449.29998779296875,449.29998779296875,446.8999938964844,446.8999938964844,110725
2004-11-29 00:00:00+00:00,456.0,456.0,456.5,447.0,450.79998779296875,76294
2004-12-06 00:00:00+00:00,433.8999938964844,433.8999938964844,456.1000061035156,432.6000061035156,454.3999938964844,4845
2004-12-13 00:00:00+00:00,441.6000061035156,441.6000061035156,442.6000061035156,435.3999938964844,437.0,1509
2004-12-20 00:00:00+00:00,441.8999938964844,441.8999938964844,444.0,439.0,442.5,686
2004-12-27 00:00:00+00:00,437.5,437.5,445.8999938964844,438.8999938964844,444.0,356
2005-01-03 00:00:00+00:00,418.8999938964844,418.8999938964844,431.0,418.70001220703125,431.0,116
2005-01-10 00:00:00+00:00,422.70001220703125,422.70001220703125,424.70001220703125,419.1000061035156,419.1000061035156,24
2005-01-17 00:00:00+00:00,426.70001220703125,426.70001220703125,426.5,421.79998779296875,423.20001220703125,80
2005-01-24 00:00:00+00:00,425.79998779296875,425.79998779296875,427.5,422.0,426.8999938964844,108265
2005-01-31 00:00:00+00:00,414.0,414.0,426.5,413.70001220703125,426.0,9638
2005-02-07 00:00:00+00:00,420.5,420.5,422.0,410.1000061035156,414.1000061035156,4464
2005-02-14 00:00:00+00:00,427.1000061035156,427.1000061035156,428.0,422.29998779296875,420.0,1040
2005-02-21 00:00:00+00:00,434.8999938964844,434.8999938964844,436.0,426.5,426.5,167
2005-02-28 00:00:00+00:00,434.20001220703125,434.20001220703125,435.5,429.8999938964844,435.5,19
2005-03-07 00:00:00+00:00,446.20001220703125,446.20001220703125,446.3999938964844,435.0,435.0,1
2005-03-14 00:00:00+00:00,439.29998779296875,439.29998779296875,443.70001220703125,438.70001220703125,441.1000061035156,0
2005-03-21 00:00:00+00:00,424.70001220703125,424.70001220703125,431.29998779296875,424.70001220703125,431.1000061035156,116
2005-03-28 00:00:00+00:00,425.8999938964844,425.8999938964844,428.70001220703125,424.5,425.8999938964844,3603
2005-04-04 00:00:00+00:00,426.8999938964844,426.8999938964844,428.5,422.70001220703125,426.0,1091
2005-04-11 00:00:00+00:00,424.8999938964844,424.8999938964844,430.20001220703125,423.20001220703125,426.0,390
2005-04-18 00:00:00+00:00,434.29998779296875,434.29998779296875,435.79998779296875,423.6000061035156,423.6000061035156,339
2005-04-25 00:00:00+00:00,435.0,435.0,438.20001220703125,432.70001220703125,432.70001220703125,207
2005-05-02 00:00:00+00:00,426.1000061035156,426.1000061035156,429.79998779296875,426.70001220703125,429.5,17
2005-05-09 00:00:00+00:00,420.20001220703125,420.20001220703125,427.20001220703125,420.20001220703125,426.20001220703125,0
2005-05-16 00:00:00+00:00,417.3999938964844,417.3999938964844,421.5,416.5,418.8999938964844,4
2005-05-23 00:00:00+00:00,419.79998779296875,419.79998779296875,420.0,416.6000061035156,416.6000061035156,123994
2005-05-30 00:00:00+00:00,423.70001220703125,423.70001220703125,425.5,413.20001220703125,418.0,12710
2005-06-06 00:00:00+00:00,427.3999938964844,427.3999938964844,428.5,422.0,423.6000061035156,1127
2005-06-13 00:00:00+00:00,438.29998779296875,438.29998779296875,439.29998779296875,426.5,428.29998779296875,345
2005-06-20 00:00:00+00:00,440.5,440.5,442.5,437.5,440.0,252
2005-06-27 00:00:00+00:00,427.79998779296875,427.79998779296875,440.70001220703125,427.79998779296875,440.70001220703125,10
2005-07-04 00:00:00+00:00,422.8999938964844,422.8999938964844,423.79998779296875,422.8999938964844,422.8999938964844,141
2005-07-11 00:00:00+00:00,420.70001220703125,420.70001220703125,426.29998779296875,419.6000061035156,425.5,140
2005-07-18 00:00:00+00:00,424.70001220703125,424.70001220703125,425.3999938964844,419.70001220703125,420.3999938964844,0
2005-07-25 00:00:00+00:00,429.8999938964844,429.8999938964844,430.5,423.3999938964844,425.70001220703125,44293
2005-08-01 00:00:00+00:00,437.20001220703125,437.20001220703125,439.0,429.1000061035156,430.0,1434
2005-08-08 00:00:00+00:00,445.8999938964844,445.8999938964844,449.5,432.5,437.0,765
2005-08-15 00:00:00+00:00,437.20001220703125,437.20001220703125,443.29998779296875,438.0,441.3999938964844,690
2005-08-22 00:00:00+00:00,437.3999938964844,437.3999938964844,439.70001220703125,437.0,437.0,149
2005-08-29 00:00:00+00:00,444.20001220703125,444.20001220703125,444.20001220703125,431.20001220703125,438.5,55
2005-09-05 00:00:00+00:00,449.0,449.0,449.0,444.3999938964844,444.3999938964844,1022
2005-09-12 00:00:00+00:00,459.5,459.5,459.5,446.1000061035156,449.70001220703125,30
2005-09-19 00:00:00+00:00,463.5,463.5,468.8999938964844,466.20001220703125,466.70001220703125,14
2005-09-26 00:00:00+00:00,469.0,469.0,474.0,462.6000061035156,463.8999938964844,10731
2005-10-03 00:00:00+00:00,474.70001220703125,474.70001220703125,475.5,463.5,467.79998779296875,1268
2005-10-10 00:00:00+00:00,469.20001220703125,469.20001220703125,478.5,467.0,474.79998779296875,557
2005-10-17 00:00:00+00:00,467.0,467.0,475.0,460.5,473.0,95
2005-10-24 00:00:00+00:00,473.0,473.0,475.5,465.0,465.5,185
2005-10-31 00:00:00+00:00,456.29998779296875,456.29998779296875,471.1000061035156,455.29998779296875,471.1000061035156,12
2005-11-07 00:00:00+00:00,468.29998779296875,468.29998779296875,468.29998779296875,458.5,459.0,210
2005-11-14 00:00:00+00:00,485.6000061035156,485.6000061035156,486.0,468.1000061035156,468.29998779296875,126
2005-11-21 00:00:00+00:00,492.1000061035156,492.1000061035156,492.6000061035156,485.6000061035156,485.6000061035156,38
2005-11-28 00:00:00+00:00,503.29998779296875,503.29998779296875,507.0,490.5,502.20001220703125,161532
2005-12-05 00:00:00+00:00,527.0,527.0,531.0,503.5,504.5,2945
2005-12-12 00:00:00+00:00,503.3999938964844,503.3999938964844,538.5,495.20001220703125,526.5,2944
2005-12-19 00:00:00+00:00,503.0,503.0,509.5,490.1000061035156,509.5,1995
2005-12-26 00:00:00+00:00,517.0999755859375,517.0999755859375,517.2999877929688,506.0,508.70001220703125,81
2006-01-02 00:00:00+00:00,539.7000122070312,539.7000122070312,539.7000122070312,518.5999755859375,518.5999755859375,35
2006-01-09 00:00:00+00:00,556.0999755859375,556.0999755859375,548.7999877929688,539.7000122070312,539.7000122070312,12
2006-01-16 00:00:00+00:00,553.5,553.5,558.4000244140625,543.7000122070312,553.4000244140625,44
2006-01-23 00:00:00+00:00,558.7000122070312,558.7000122070312,562.2000122070312,555.0,555.0,79965
2006-01-30 00:00:00+00:00,567.4000244140625,567.4000244140625,575.2999877929688,557.5999755859375,559.2000122070312,47269
2006-02-06 00:00:00+00:00,550.2000122070312,550.2000122070312,574.0,545.5,568.4000244140625,3136
2006-02-13 00:00:00+00:00,551.7999877929688,551.7999877929688,552.5,535.5,548.5,1088
2006-02-20 00:00:00+00:00,558.7999877929688,558.7999877929688,560.0,547.5,550.5,527
2006-02-27 00:00:00+00:00,566.0,566.0,569.7999877929688,552.5,556.0999755859375,77
2006-03-06 00:00:00+00:00,539.9000244140625,539.9000244140625,554.7999877929688,539.9000244140625,554.7999877929688,36
2006-03-13 00:00:00+00:00,554.0999755859375,554.0999755859375,554.4000244140625,541.0,541.0,20
2006-03-20 00:00:00+00:00,560.0,560.0,560.0,550.0999755859375,555.2000122070312,1402
2006-03-27 00:00:00+00:00,581.7999877929688,581.7999877929688,589.5999755859375,566.5999755859375,567.0,93339
2006-04-03 00:00:00+00:00,588.4000244140625,588.4000244140625,598.2999877929688,582.0,582.0,4063
2006-04-10 00:00:00+00:00,596.5,596.5,604.0,589.0,589.0,1158
2006-04-17 00:00:00+00:00,632.2000122070312,632.2000122070312,642.0,605.0,605.0,2485
2006-04-24 00:00:00+00:00,651.7999877929688,651.7999877929688,651.7999877929688,620.0,634.0,415
2006-05-01 00:00:00+00:00,682.2000122070312,682.2000122070312,682.2000122070312,658.0,658.0,14
2006-05-08 00:00:00+00:00,710.2999877929688,710.2999877929688,723.0,679.0,679.0,56
2006-05-15 00:00:00+00:00,656.7000122070312,656.7000122070312,710.2999877929688,679.5999755859375,710.2999877929688,32
2006-05-22 00:00:00+00:00,650.9000244140625,650.9000244140625,673.0,637.0,656.5,80564
2006-05-29 00:00:00+00:00,635.5,635.5,664.5,620.0,650.7000122070312,59328
2006-06-05 00:00:00+00:00,608.2000122070312,608.2000122070312,645.0,606.9000244140625,635.5,2372
2006-06-12 00:00:00+00:00,578.0,578.0,610.0,555.0,606.0,608
2006-06-19 00:00:00+00:00,584.7999877929688,584.7999877929688,588.0,568.0,568.7999877929688,103
2006-06-26 00:00:00+00:00,613.5,613.5,614.5,580.0,583.0,281
2006-07-03 00:00:00+00:00,632.7999877929688,632.7999877929688,634.2999877929688,624.0,631.0,106
2006-07-10 00:00:00+00:00,666.5999755859375,666.5999755859375,666.5999755859375,632.7999877929688,632.7999877929688,30
2006-07-17 00:00:00+00:00,619.5999755859375,619.5999755859375,677.0,628.2999877929688,675.0999755859375,760
2006-07-24 00:00:00+00:00,634.7999877929688,634.7999877929688,636.5999755859375,612.7000122070312,619.5999755859375,95265
2006-07-31 00:00:00+00:00,644.0,644.0,656.0,627.0,634.5,5483
2006-08-07 00:00:00+00:00,633.5,633.5,654.5,626.0,651.2000122070312,970
2006-08-14 00:00:00+00:00,612.0999755859375,612.0999755859375,631.0,609.0,629.9000244140625,874
2006-08-21 00:00:00+00:00,622.0,622.0,628.0,613.5999755859375,613.5999755859375,364
2006-08-28 00:00:00+00:00,624.4000244140625,624.4000244140625,625.9000244140625,610.5,621.7000122070312,126
2006-09-04 00:00:00+00:00,609.5999755859375,609.5999755859375,638.5,609.5999755859375,624.4000244140625,355
2006-09-11 00:00:00+00:00,576.4000244140625,576.4000244140625,591.0,576.4000244140625,590.0,20
2006-09-18 00:00:00+00:00,589.4000244140625,589.4000244140625,589.4000244140625,576.7999877929688,586.2000122070312,2
2006-09-25 00:00:00+00:00,598.5999755859375,598.5999755859375,606.2000122070312,589.9000244140625,589.9000244140625,17189
2006-10-02 00:00:00+00:00,572.4000244140625,572.4000244140625,604.0,560.5,598.9000244140625,4899
2006-10-09 00:00:00+00:00,588.7999877929688,588.7999877929688,585.5,568.0,578.0,243
2006-10-16 00:00:00+00:00,593.0,593.0,598.5,588.5,593.5,349
2006-10-23 00:00:00+00:00,598.2000122070312,598.2000122070312,598.2000122070312,576.5,579.7000122070312,735
2006-10-30 00:00:00+00:00,626.9000244140625,626.9000244140625,626.9000244140625,604.0999755859375,608.5,25
2006-11-06 00:00:00+00:00,628.4000244140625,628.4000244140625,628.4000244140625,616.4000244140625,625.7999877929688,4
2006-11-13 00:00:00+00:00,621.5,621.5,629.0,617.5,629.0,12
2006-11-20 00:00:00+00:00,628.7000122070312,628.7000122070312,628.7000122070312,621.5,621.5,0
2006-11-27 00:00:00+00:00,644.7000122070312,644.7000122070312,649.7000122070312,634.5,637.2000122070312,114815
2006-12-04 00:00:00+00:00,626.0999755859375,626.0999755859375,648.0,625.0,647.0999755859375,1443
2006-12-11 00:00:00+00:00,615.0,615.0,632.5,613.0,623.0,931
2006-12-18 00:00:00+00:00,619.0999755859375,619.0999755859375,622.7000122070312,612.0,614.0,626
2006-12-25 00:00:00+00:00,635.2000122070312,635.2000122070312,635.2000122070312,623.0,625.0999755859375,95
2007-01-01 00:00:00+00:00,604.9000244140625,604.9000244140625,640.4000244140625,617.2999877929688,635.2000122070312,590
2007-01-08 00:00:00+00:00,625.5,625.5,616.2000122070312,607.0,607.5,1005
2007-01-15 00:00:00+00:00,635.5,635.5,633.5,623.5999755859375,623.5999755859375,8
2007-01-22 00:00:00+00:00,644.5,644.5,647.7999877929688,633.2999877929688,633.2999877929688,7
2007-01-29 00:00:00+00:00,646.2000122070312,646.2000122070312,661.5,640.7999877929688,643.0999755859375,101562
2007-02-05 00:00:00+00:00,667.5,667.5,669.5,647.0,649.0,1111
2007-02-12 00:00:00+00:00,668.7999877929688,668.7999877929688,672.0,661.0,664.2999877929688,459
2007-02-19 00:00:00+00:00,683.0999755859375,683.0999755859375,685.2999877929688,657.5,671.0,574
2007-02-26 00:00:00+00:00,641.5,641.5,687.7000122070312,641.5,684.5999755859375,215
2007-03-05 00:00:00+00:00,650.0,650.0,653.4000244140625,640.0,640.2000122070312,378
2007-03-12 00:00:00+00:00,652.5999755859375,652.5999755859375,652.9000244140625,640.9000244140625,648.0,59
2007-03-19 00:00:00+00:00,656.7000122070312,656.7000122070312,663.4000244140625,653.0999755859375,653.0999755859375,242
2007-03-26 00:00:00+00:00,663.0,663.0,667.7000122070312,654.5999755859375,663.4000244140625,52292
2007-04-02 00:00:00+00:00,674.2000122070312,674.2000122070312,676.0,656.0999755859375,665.5,3703
2007-04-09 00:00:00+00:00,685.4000244140625,685.4000244140625,683.5999755859375,671.0999755859375,671.0999755859375,183
2007-04-16 00:00:00+00:00,692.0,692.0,692.5,681.9000244140625,685.0999755859375,179
2007-04-23 00:00:00+00:00,678.7000122070312,678.7000122070312,691.2999877929688,673.0,689.0,359
2007-04-30 00:00:00+00:00,687.2000122070312,687.2000122070312,687.2000122070312,672.2999877929688,677.4000244140625,18
2007-05-07 00:00:00+00:00,670.5999755859375,670.5999755859375,688.0,651.0,688.0,3
2007-05-14 00:00:00+00:00,661.0,661.0,673.0,656.2000122070312,668.5,0
2007-05-21 00:00:00+00:00,655.0999755859375,655.0999755859375,661.9000244140625,654.0,660.7000122070312,28
2007-05-28 00:00:00+00:00,671.2000122070312,671.2000122070312,672.0,651.5,657.0999755859375,160200
2007-06-04 00:00:00+00:00,645.5,645.5,674.0,645.2000122070312,671.2000122070312,1886
2007-06-11 00:00:00+00:00,654.5,654.5,655.2000122070312,644.2999877929688,649.2000122070312,277
2007-06-18 00:00:00+00:00,653.5,653.5,660.7999877929688,648.5999755859375,657.9000244140625,110
2007-06-25 00:00:00+00:00,648.0999755859375,648.0999755859375,650.5,640.0,650.0,258
2007-07-02 00:00:00+00:00,652.7000122070312,652.7000122070312,656.7999877929688,648.4000244140625,656.7999877929688,49
2007-07-09 00:00:00+00:00,665.7999877929688,665.7999877929688,666.7000122070312,660.2999877929688,660.5,16
2007-07-16 00:00:00+00:00,683.9000244140625,683.9000244140625,683.9000244140625,664.7000122070312,667.0999755859375,1
2007-07-23 00:00:00+00:00,660.0,660.0,684.2000122070312,660.0,680.7999877929688,95749
2007-07-30 00:00:00+00:00,672.5,672.5,674.4000244140625,658.5,659.9000244140625,45958
2007-08-06 00:00:00+00:00,670.2999877929688,670.2999877929688,676.2000122070312,659.5,672.0999755859375,2139
2007-08-13 00:00:00+00:00,656.9000244140625,656.9000244140625,671.0,642.9000244140625,669.9000244140625,1352
2007-08-20 00:00:00+00:00,668.0,668.0,668.7999877929688,657.5,658.5999755859375,844
2007-08-27 00:00:00+00:00,673.0,673.0,672.7999877929688,664.2000122070312,667.9000244140625,549
2007-09-03 00:00:00+00:00,700.7999877929688,700.7999877929688,700.7999877929688,672.5,672.5,111
2007-09-10 00:00:00+00:00,709.5999755859375,709.5999755859375,717.2000122070312,702.0,704.5,156
